;Current Best;Current Average;Current Worst;Global Best
326;3250;14422,86;41288;3246
327;3246;15405,96;48268;3246
328;3246;15198,88;44264;3246
329;3246;15019,753;49284;3246
330;3248;15094,733;52256;3246
331;3246;15029,14;47278;3246
332;3246;14748,233;46270;3246
333;3248;15964,52;53280;3246
334;3246;15883,78;45262;3246
335;3246;15594,953;52268;3246
336;3246;15189,934;43272;3246
337;3246;15026,34;48276;3246
338;3246;14719,854;46268;3246
339;3246;14824,573;49280;3246
340;3248;14365,44;52272;3246
341;3248;15666;42264;3246
342;3248;14611,934;45278;3246
343;3248;15221,82;51270;3246
344;3246;15507,986;49264;3246
345;3246;15221,047;42266;3246
346;3246;14960,92;48264;3246
347;3248;15161,613;51270;3246
348;3248;15315,253;49272;3246
349;3248;14270,847;44270;3246
350;3248;14524,8;45280;3246
351;3248;14437,173;51260;3246
352;3246;15023,793;53266;3246
353;3248;14480,327;47278;3246
354;3248;15664,606;49280;3246
355;3248;15010,92;48264;3246
356;3248;15365,673;43264;3246
357;3248;15364,967;46266;3246
358;3246;14080,42;45290;3246
359;3246;15138,413;42282;3246
360;3246;15570,687;46284;3246
361;3248;15591,813;45282;3246
362;3248;14672,087;54266;3246
363;3248;14375,6;42284;3246
364;3250;14179,34;47268;3246
365;3246;14690,727;47274;3246
366;3248;14895,413;43276;3246
367;3246;14465,927;44280;3246
368;3246;13722,2;40270;3246
369;3246;14441,327;48274;3246
370;3248;15822,62;45268;3246
371;3248;14271,974;54268;3246
372;3248;14475,747;49276;3246
373;3248;14754,94;49250;3246
374;3248;14805,24;47276;3246
375;3248;15041,8;62268;3246
376;3246;14988,44;49266;3246
377;3246;14931,927;52270;3246
378;3246;15498,293;47276;3246
379;3246;15847,12;50268;3246
380;3246;15604,773;47280;3246
381;3246;14656,453;48280;3246
382;3246;15193,366;47266;3246
383;3248;13817,807;41262;3246
384;3248;13368,467;43278;3246
385;3248;13031,934;40258;3246
386;3248;13461,327;48268;3246
387;3246;14228;41266;3246
388;3246;15431,16;49264;3246
389;3248;15847,213;48266;3246
390;3246;14781,427;48252;3246
391;3246;14958,347;46278;3246
392;3246;15205,427;47272;3246
393;3248;14437,927;40268;3246
394;3246;15315,18;48276;3246
395;3248;15069,56;53270;3246
396;3248;15426,293;50280;3246
397;3248;14742,986;55266;3246
398;3248;14642,866;47284;3246
399;3248;14125,247;51274;3246
